"","title","rank","studio","lifetime_gross","year","omdb.Awards","omdb.Genre","omdb.Metascore","omdb.imdbRating"
"2500","My Dog Skip",2387,"WB",34134641,2000,NA,NA,NA,NA
"2501","My Fair Lady",1075,"WB",7.2e+07,1964,NA,NA,NA,NA
"2502","My Family",4492,"NL",11079373,1995,NA,NA,NA,NA
"2503","My Father, the Hero",2949,"BV",25479558,1994,NA,NA,NA,NA
"2504","My Favorite Martian",2230,"BV",36850101,1999,NA,NA,NA,NA
"2505","My Favorite Year",3399,"MGM",20123620,1982,NA,NA,NA,NA
"2506","My Fellow Americans",3182,"WB",22313201,1996,NA,NA,NA,NA
"2507","My Giant",4953,"Sony",8072007,1998,NA,NA,NA,NA
"2508","My Girl",1366,"Col.",59489799,1991,NA,NA,NA,NA
"2509","My Girl 2",3673,"Col.",17359799,1994,NA,NA,NA,NA
"2510","My Left Foot",3980,"Mira.",14743391,1989,NA,NA,NA,NA
"2511","My Life",2781,"Col.",27804899,1993,NA,NA,NA,NA
"2512","My Life as a Dog",4901,"Skou",8345266,1987,NA,NA,NA,NA
"2513","My Life in Ruins",4850,"FoxS",8665206,2009,NA,NA,NA,NA
"2514","My Little Pony: The Movie",3208,"LGF",21885107,2017,NA,NA,NA,NA
"2515","My Sister's Keeper",1696,"WB (NL)",49200230,2009,NA,NA,NA,NA
"2516","My Soul to Take",3979,"Uni.",14744435,2010,NA,NA,NA,NA
"2517","My Stepmother is an Alien",4112,"Col.",13854000,1988,NA,NA,NA,NA
"2518","My Super Ex-Girlfriend",3159,"Fox",22530295,2006,NA,NA,NA,NA
"2519","My Tutor",3154,"Crwn",22587834,1983,NA,NA,NA,NA
"2520","My Week with Marilyn",3999,"Wein.",14600347,2011,NA,NA,NA,NA
"2521","Mysteries of Egypt (IMAX)",2029,"Imax",40593486,1998,NA,NA,NA,NA
"2522","Mystery Men",2680,"Uni.",29762011,1999,NA,NA,NA,NA
"2523","Mystery, Alaska",4821,"BV",8891623,1999,NA,NA,NA,NA
"2524","Mystic Pizza",4255,"Gold.",12793213,1988,NA,NA,NA,NA
"2525","Mystic River",806,"WB",90135191,2003,NA,NA,NA,NA
"2526","Nacho Libre",941,"Par.",80197993,2006,NA,NA,NA,NA
"2527","Nancy Drew",2931,"WB",25612520,2007,NA,NA,NA,NA
"2528","Nanny McPhee",1764,"Uni.",47144110,2006,NA,NA,NA,NA
"2529","Nanny McPhee Returns",2713,"Uni.",29011215,2010,NA,NA,NA,NA
"2530","Napoleon Dynamite",1863,"FoxS",44540956,2004,NA,NA,NA,NA
"2531","Narc",4584,"Par.",10465659,2002,NA,NA,NA,NA
"2532","Narrow Margin",4522,"TriS",10873237,1990,NA,NA,NA,NA
"2533","NASCAR 3D: The IMAX Experience (IMAX)",3236,"WB",21583831,2004,NA,NA,NA,NA
"2534","Nashville",4680,"Par.",9984123,1975,NA,NA,NA,NA
"2535","National Lampoon's Animal House",383,"Uni.",141600000,1978,NA,NA,NA,NA
"2536","National Lampoon's Class Reunion",4661,"Fox",10054150,1982,NA,NA,NA,NA
"2537","National Lampoon's Vacation",1309,"WB",61399552,1983,NA,NA,NA,NA
"2538","National Lampoon's Van Wilder",3270,"Art.",21305259,2002,NA,NA,NA,NA
"2539","National Security",2259,"Sony",36381186,2003,NA,NA,NA,NA
"2540","National Treasure",268,"BV",173008894,2004,"1 win & 9 nominations.","Action, Adventure, Family","39","6.9"
"2541","National Treasure: Book of Secrets",156,"BV",219964115,2007,"1 win & 5 nominations.","Action, Adventure, Family","48","6.5"
"2542","Natural Born Killers",1663,"WB",50282766,1994,NA,NA,NA,NA
"2543","Navy Seals",2986,"Orion",25069101,1990,NA,NA,NA,NA
"2544","Nebraska",3628,"Par.",17654912,2013,NA,NA,NA,NA
"2545","Necessary Roughness",2883,"Par.",26255594,1991,NA,NA,NA,NA
"2546","Need for Speed",1903,"BV",43577636,2014,NA,NA,NA,NA
"2547","Needful Things",3917,"Col.",15185672,1993,NA,NA,NA,NA
"2548","Neighbors",347,"Uni.",150157400,2014,"6 wins & 11 nominations.","Comedy","68","6.3"
"2549","Neighbors (1981)",2673,"Col.",29916207,1981,NA,NA,NA,NA
"2550","Neighbors 2: Sorority Rising",1484,"Uni.",55455765,2016,NA,NA,NA,NA
"2551","Nell",2411,"Fox",33683817,1994,NA,NA,NA,NA
"2552","Nerve",2126,"LGF",38583626,2016,NA,NA,NA,NA
"2553","Network",3072,"MGM",23689877,1976,NA,NA,NA,NA
"2554","Never Back Down",2999,"Sum.",24850922,2008,NA,NA,NA,NA
"2555","Never Been Kissed",1482,"Fox",55474756,1999,NA,NA,NA,NA
"2556","Never Cry Wolf",2685,"BV",29600000,1983,NA,NA,NA,NA
"2557","Never Say Never Again",1485,"WB",55432841,1983,NA,NA,NA,NA
"2558","New in Town",3748,"LGF",16734283,2009,NA,NA,NA,NA
"2559","New Jack City",1747,"WB",47624353,1991,NA,NA,NA,NA
"2560","New Year's Eve",1510,"WB (NL)",54544638,2011,NA,NA,NA,NA
"2561","New York Minute",4078,"WB",14071441,2004,NA,NA,NA,NA
"2562","New York Stories",4533,"BV",10763469,1989,NA,NA,NA,NA
"2563","New York, New York",3776,"UA",16400000,1977,NA,NA,NA,NA
"2564","Next",3579,"Par.",18211013,2007,NA,NA,NA,NA
"2565","Next Day Air",4667,"Sum.",10027047,2009,NA,NA,NA,NA
"2566","Next Friday",1426,"NL",57328603,2000,NA,NA,NA,NA
"2567","Next of Kin",3838,"WB",15942628,1989,NA,NA,NA,NA
"2568","Nick and Norah's Infinite Playlist",2564,"Sony",31487293,2008,NA,NA,NA,NA
"2569","Nick of Time",4931,"Par.",8175346,1995,NA,NA,NA,NA
"2570","Night at the Museum",117,"Fox",250863268,2006,"2 wins & 8 nominations.","Adventure, Comedy, Family","48","6.4"
"2571","Night at the Museum: Battle of the Smithsonian",250,"Fox",177243721,2009,"2 wins & 9 nominations.","Adventure, Comedy, Family","42","5.9"
"2572","Night at the Museum: Secret of the Tomb",572,"Fox",113746621,2014,NA,NA,NA,NA
"2573","Night Crossing",4973,"BV",8e+06,1982,NA,NA,NA,NA
"2574","Night Falls on Manhattan",4690,"Par.",9889670,1997,NA,NA,NA,NA
"2575","Night of the Comet",4029,"Atl",14418922,1984,NA,NA,NA,NA
"2576","Night School (2018)",1161,"Uni.",67594205,2018,NA,NA,NA,NA
"2577","Night Shift",3292,"WB",21095638,1982,NA,NA,NA,NA
"2578","Nightbreed",4827,"Fox",8862354,1990,NA,NA,NA,NA
"2579","Nightcrawler",2497,"ORF",32381217,2014,NA,NA,NA,NA
"2580","Nighthawks",3959,"Uni.",14905359,1981,NA,NA,NA,NA
"2581","Nights in Rodanthe",1975,"WB",41850659,2008,NA,NA,NA,NA
"2582","Nim's Island",1735,"Fox",48006762,2008,NA,NA,NA,NA
"2583","Nine",3440,"Wein.",19676965,2009,NA,NA,NA,NA
"2584","Nine Lives (2016)",3438,"EC",19700032,2016,NA,NA,NA,NA
"2585","Nine Months",1135,"Fox",69684532,1995,NA,NA,NA,NA
"2586","Ninja Assassin",2155,"WB",38122883,2009,NA,NA,NA,NA
"2587","Nixon",4133,"BV",13681765,1995,NA,NA,NA,NA
"2588","No Country for Old Men",1036,"Mira.",74283625,2007,NA,NA,NA,NA
"2589","No Escape",2808,"Wein.",27288872,2015,NA,NA,NA,NA
"2590","No Escape",3901,"Sav.",15339030,1994,NA,NA,NA,NA
"2591","No Good Deed (2014)",1571,"SGem",52543632,2014,NA,NA,NA,NA
"2592","No Holds Barred",3820,"NL",16093651,1989,NA,NA,NA,NA
"2593","No Manches Frida",4431,"PNT",11528613,2016,NA,NA,NA,NA
"2594","No Mercy",4323,"TriS",12303904,1986,NA,NA,NA,NA
"2595","No Reservations",1918,"WB",43107979,2007,NA,NA,NA,NA
"2596","No Strings Attached",1106,"Par.",70662220,2011,NA,NA,NA,NA
"2597","No Way Out",2308,"Orion",35509515,1987,NA,NA,NA,NA
"2598","Noah",688,"Par.",101200044,2014,NA,NA,NA,NA
"2599","Nobody's Fool",2086,"Par.",39491975,1994,NA,NA,NA,NA
"2600","Nocturnal Animals",4551,"Focus",10663357,2016,NA,NA,NA,NA
"2601","Non-Stop",775,"Uni.",92168600,2014,NA,NA,NA,NA
"2602","Norbit",741,"P/DW",95673607,2007,NA,NA,NA,NA
"2603","Norm of the North",3712,"LGF",17062499,2016,NA,NA,NA,NA
"2604","Norma Rae",3189,"Fox",22228000,1979,NA,NA,NA,NA
"2605","North Country",3564,"WB",18337722,2005,NA,NA,NA,NA
"2606","North Dallas Forty",2893,"Par.",26079312,1979,NA,NA,NA,NA
"2607","Not Another Teen Movie",2145,"Sony",38252284,2001,NA,NA,NA,NA
"2608","Not Easily Broken",4566,"SGem",10572742,2009,NA,NA,NA,NA
"2609","Not Without My Daughter",3976,"MGM",14789113,1991,NA,NA,NA,NA
"2610","Notes on a Scandal",3652,"FoxS",17510118,2006,NA,NA,NA,NA
"2611","Nothing But Trouble",4878,"WB",8479793,1991,NA,NA,NA,NA
"2612","Nothing in Common",2500,"TriS",32324557,1986,NA,NA,NA,NA
"2613","Nothing to Lose",1866,"BV",44480039,1997,NA,NA,NA,NA
"2614","Notorious (2009)",2232,"FoxS",36843682,2009,NA,NA,NA,NA
"2615","Notting Hill",555,"Uni.",116089678,1999,NA,NA,NA,NA
"2616","Now and Then",2817,"NL",27112329,1995,NA,NA,NA,NA
"2617","Now You See Me",541,"LG/S",117723989,2013,NA,NA,NA,NA
"2618","Now You See Me 2",1227,"LG/S",65075540,2016,NA,NA,NA,NA
"2619","Nowhere to Run",3192,"Col.",22189039,1993,NA,NA,NA,NA
"2620","Nuns on the Run",4513,"Fox",10959015,1990,NA,NA,NA,NA
"2621","Nurse Betty",2971,"USA",25170054,2000,NA,NA,NA,NA
"2622","Nuts",2597,"WB",30950002,1987,NA,NA,NA,NA
"2623","O",3828,"Lions",16025437,2001,NA,NA,NA,NA
"2624","O Brother, Where Art Thou?",1824,"BV",45512588,2000,NA,NA,NA,NA
"2625","Oblivion",815,"Uni.",89107235,2013,NA,NA,NA,NA
"2626","Observe and Report",3061,"WB",24007324,2009,NA,NA,NA,NA
"2627","Obsessed",1152,"SGem",68261644,2009,NA,NA,NA,NA
"2628","Ocean's 8",395,"WB",139377762,2018,NA,NA,NA,NA
"2629","Ocean's Eleven",231,"WB",183417150,2001,"4 wins & 20 nominations.","Crime, Thriller","74","7.8"
"2630","Ocean's Thirteen",547,"WB",117154724,2007,NA,NA,NA,NA
"2631","Ocean's Twelve",487,"WB",125544280,2004,"3 wins & 8 nominations.","Crime, Thriller","58","6.5"
"2632","Oceans",3462,"BV",19422319,2010,NA,NA,NA,NA
"2633","October Sky",2484,"Uni.",32547800,1999,NA,NA,NA,NA
"2634","Octopussy",1154,"MGM",67893619,1983,NA,NA,NA,NA
"2635","Oculus",2788,"Rela.",27695246,2014,NA,NA,NA,NA
"2636","Office Christmas Party",1500,"Par.",54767494,2016,NA,NA,NA,NA
"2637","Office Space",4526,"Fox",10827810,1999,NA,NA,NA,NA
"2638","Oh, God!",1981,"WB",41687243,1977,NA,NA,NA,NA
"2639","Oh, God! Book II",4013,"WB",14504277,1980,NA,NA,NA,NA
"2640","Oh, God! You Devil!",3243,"WB",21538850,1984,NA,NA,NA,NA
"2641","Old Dogs",1689,"BV",49492060,2009,NA,NA,NA,NA
"2642","Old School",1018,"DW",75585093,2003,NA,NA,NA,NA
"2643","Oliver & Company",1039,"BV",74151346,1988,NA,NA,NA,NA
"2644","Olympus Has Fallen",724,"FD",98925640,2013,NA,NA,NA,NA
"2645","On a Clear Day You Can See Forever",4095,"Par.",1.4e+07,1970,NA,NA,NA,NA
"2646","On Deadly Ground",2125,"WB",38590458,1994,NA,NA,NA,NA
"2647","On Golden Pond",530,"Uni.",119285432,1981,NA,NA,NA,NA
"2648","On Her Majesty's Secret Service",3139,"UA",22774493,1969,NA,NA,NA,NA
"2649","Once",4745,"FoxS",9439923,2007,NA,NA,NA,NA
"2650","Once Around",3967,"Uni.",14851083,1991,NA,NA,NA,NA
"2651","Once Bitten",4678,"Gold.",1e+07,1985,NA,NA,NA,NA
"2652","Once Is Not Enough",3861,"Par.",15700729,1975,NA,NA,NA,NA
"2653","Once Upon a Crime",4848,"MGM",8669847,1992,NA,NA,NA,NA
"2654","Once Upon a Time in Mexico",1461,"Sony",56359780,2003,NA,NA,NA,NA
"2655","One Crazy Summer",4158,"WB",13431806,1986,NA,NA,NA,NA
"2656","One Day",4114,"Focus",13843771,2011,NA,NA,NA,NA
"2657","One Direction: This is Us",2722,"TriS",28873374,2013,NA,NA,NA,NA
"2658","One Fine Day",1804,"Fox",46151454,1996,NA,NA,NA,NA
"2659","One Flew Over the Cuckoo's Nest",608,"UA",108981275,1975,NA,NA,NA,NA
"2660","One For the Money",2872,"LGF",26414527,2012,NA,NA,NA,NA
"2661","One Good Cop",4465,"BV",11276846,1991,NA,NA,NA,NA
"2662","One Hour Photo",2555,"FoxS",31597131,2002,NA,NA,NA,NA
"2663","One Magic Christmas",4134,"BV",13677222,1985,NA,NA,NA,NA
"2664","One Missed Call",2836,"WB",26890041,2008,NA,NA,NA,NA
"2665","One Night with the King",4167,"8X",13395961,2006,NA,NA,NA,NA
"2666","One True Thing",3106,"Uni.",23245840,1998,NA,NA,NA,NA
"2667","Only The Brave",3563,"Sony",18343983,2017,NA,NA,NA,NA
"2668","Only the Lonely",3212,"Fox",21830957,1991,NA,NA,NA,NA
"2669","Only When I Laugh",2944,"Col.",25524778,1981,NA,NA,NA,NA
"2670","Only You",3404,"TriS",20059210,1994,NA,NA,NA,NA
"2671","Open Range",1394,"BV",58331254,2003,NA,NA,NA,NA
"2672","Open Season",859,"Sony",85105259,2006,NA,NA,NA,NA
"2673","Open Water",2621,"Lions",30610863,2004,NA,NA,NA,NA
"2674","Operation Condor",4597,"Mira.",10405394,1997,NA,NA,NA,NA
"2675","Operation Dumbo Drop",3017,"BV",24670346,1995,NA,NA,NA,NA
"2676","Operation Finale",3636,"MGM",17606300,2018,NA,NA,NA,NA
"2677","Opportunity Knocks",4453,"Uni.",11359129,1990,NA,NA,NA,NA
"2678","Orange County",2005,"Par.",41076018,2002,NA,NA,NA,NA
"2679","Orca",3982,"Par.",14717854,1977,NA,NA,NA,NA
"2680","Ordinary People",1501,"Par.",54766923,1980,NA,NA,NA,NA
"2681","Original Sin",3766,"MGM",16534221,2001,NA,NA,NA,NA
"2682","Orphan",1985,"WB",41596251,2009,NA,NA,NA,NA
"2683","Oscar",3086,"BV",23562716,1991,NA,NA,NA,NA
"2684","Osmosis Jones",4145,"WB",13596911,2001,NA,NA,NA,NA
"2685","Other People's Money",2927,"WB",25682090,1991,NA,NA,NA,NA
"2686","Ouija",1639,"Uni.",50856010,2014,NA,NA,NA,NA
"2687","Ouija: Origin of Evil",2329,"Uni.",35144505,2016,NA,NA,NA,NA
"2688","Our Family Wedding",3382,"FoxS",20255281,2010,NA,NA,NA,NA
"2689","Our Idiot Brother",3003,"Wein.",24816118,2011,NA,NA,NA,NA
"2690","Out Cold",4106,"BV",13906394,2001,NA,NA,NA,NA
"2691","Out for Justice",2079,"WB",39673161,1991,NA,NA,NA,NA
"2692","Out of Africa",832,"Uni.",87071205,1985,NA,NA,NA,NA
"2693","Out of Sight",2192,"Uni.",37562568,1998,NA,NA,NA,NA
"2694","Out of the Furnace",4457,"Rela.",11330849,2013,NA,NA,NA,NA
"2695","Out of Time",2003,"MGM",41088845,2003,NA,NA,NA,NA
"2696","Out to Sea",2712,"Fox",29022252,1997,NA,NA,NA,NA
"2697","Outbreak",1157,"WB",67659560,1995,NA,NA,NA,NA
"2698","Outland",3670,"WB",17374595,1981,NA,NA,NA,NA
"2699","Outrageous Fortune",1560,"BV",52864741,1987,NA,NA,NA,NA
"2700","Over the Hedge",328,"P/DW",155019340,2006,"6 wins & 20 nominations.","Animation, Adventure, Comedy","67","6.7"
"2701","Over the Top",3823,"WB",16057580,1987,NA,NA,NA,NA
"2702","Overboard",2850,"MGM",26713187,1987,NA,NA,NA,NA
"2703","Overboard (2018)",1660,"PNT",50316123,2018,NA,NA,NA,NA
"2704","Oxford Blues",4836,"MGM",8793152,1984,NA,NA,NA,NA
"2705","Oz The Great and Powerful",134,"BV",234911825,2013,NA,NA,NA,NA
"2706","P.K.",4558,"UTV",10616104,2014,NA,NA,NA,NA
"2707","P.S. I Love You",1533,"WB",53695808,2007,NA,NA,NA,NA
"2708","Pacific Heights",2694,"Fox",29381956,1990,NA,NA,NA,NA
"2709","Pacific Rim",676,"WB",101802906,2013,NA,NA,NA,NA
"2710","Pacific Rim Uprising",1364,"Uni.",59587110,2018,NA,NA,NA,NA
"2711","Paddington",995,"W/Dim.",76271832,2015,NA,NA,NA,NA
"2712","Paddington 2",2038,"WB",40442052,2018,NA,NA,NA,NA
"2713","Padmaavat",4383,"VPD",11846060,2018,NA,NA,NA,NA
"2714","Pain and Gain",1680,"Par.",49875291,2013,NA,NA,NA,NA
"2715","Paint Your Wagon",4015,"Par.",14500000,1969,NA,NA,NA,NA
"2716","Pale Rider",1990,"WB",41410568,1985,NA,NA,NA,NA
"2717","Pan",2333,"WB",35088320,2015,NA,NA,NA,NA
"2718","Pan's Labyrinth",2189,"PicH",37634615,2006,NA,NA,NA,NA
"2719","Pandorum",4610,"Over.",10330853,2009,NA,NA,NA,NA
"2720","Panic Room",737,"Sony",96397334,2002,NA,NA,NA,NA
"2721","Paparazzi",3859,"Fox",15714234,2004,NA,NA,NA,NA
"2722","Paper Towns",2528,"Fox",32000304,2015,NA,NA,NA,NA
"2723","Papillon",1547,"AAP",53267000,1973,NA,NA,NA,NA
"2724","Paradise (1991)",3538,"BV",18634643,1991,NA,NA,NA,NA
"2725","Paranormal Activity",617,"Par.",107918810,2009,NA,NA,NA,NA
"2726","Paranormal Activity 2",862,"Par.",84752907,2010,NA,NA,NA,NA
"2727","Paranormal Activity 3",650,"Par.",104028807,2011,NA,NA,NA,NA
"2728","Paranormal Activity 4",1525,"Par.",53900335,2012,NA,NA,NA,NA
"2729","Paranormal Activity: The Ghost Dimension",3571,"Par.",18300124,2015,NA,NA,NA,NA
"2730","Paranormal Activity: The Marked Ones",2490,"Par.",32462372,2014,NA,NA,NA,NA
"2731","ParaNorman",1469,"Focus",56003051,2012,NA,NA,NA,NA
"2732","Parental Guidance",981,"Fox",77267296,2012,NA,NA,NA,NA
"2733","Parenthood",717,"Uni.",100047830,1989,NA,NA,NA,NA
"2734","Parker",3632,"FD",17616641,2013,NA,NA,NA,NA
"2735","Passenger 57",1879,"WB",44065653,1992,NA,NA,NA,NA
"2736","Passengers (2016)",719,"Sony",100014699,2016,NA,NA,NA,NA
"2737","Patch Adams",419,"Uni.",135026902,1998,"Nominated for 1 Oscar. Another 1 win & 7 nominations.","Biography, Comedy, Drama","25","6.7"
"2738","Paternity",3516,"Par.",18838812,1981,NA,NA,NA,NA
"2739","Pathfinder: Legend of the Ghost Warrior",4625,"Fox",10232081,2007,NA,NA,NA,NA
"2740","Patriot Games",885,"Par.",83351587,1992,NA,NA,NA,NA
"2741","Patriots Day",2535,"LGF",31886361,2016,"2 wins & 3 nominations.","Action, Crime, Drama","69","7.4"
"2742","Patton",1302,"Fox",61749765,1970,NA,NA,NA,NA
"2743","Paul",2201,"Uni.",37412945,2011,NA,NA,NA,NA
"2744","Paul Blart: Mall Cop",361,"Sony",146336178,2009,"1 win & 3 nominations.","Action, Comedy, Crime, Family","39","5.2"
"2745","Paul Blart: Mall Cop 2",1098,"Sony",71038190,2015,NA,NA,NA,NA
"2746","Paul, Apostle of Christ",3642,"Affirm",17560475,2018,NA,NA,NA,NA
"2747","Paulie",2838,"DW",26875268,1998,NA,NA,NA,NA
"2748","Pay It Forward",2421,"WB",33519628,2000,NA,NA,NA,NA
"2749","Payback",917,"Par.",81526121,1999,NA,NA,NA,NA
"2750","Paycheck",1530,"Par.",53790451,2003,NA,NA,NA,NA
"2751","Pearl Harbor",200,"BV",198542554,2001,"Won 1 Oscar. Another 13 wins & 51 nominations.","Action, Drama, History, Romance, War","44","6.1"
"2752","Pee-Wee's Big Adventure",2015,"WB",40940662,1985,NA,NA,NA,NA
"2753","Peggy Sue Got Married",1992,"TriS",41382841,1986,NA,NA,NA,NA
"2754","Penelope",4673,"Sum.",10011996,2008,NA,NA,NA,NA
"2755","Penguins of Madagascar",886,"Fox",83350911,2014,NA,NA,NA,NA
"2756","Pennies From Heaven",4785,"MGM",9171289,1981,NA,NA,NA,NA
"2757","People Like Us",4304,"BV",12434778,2012,NA,NA,NA,NA
"2758","Peppermint",2317,"STX",35338855,2018,NA,NA,NA,NA
"2759","Percy Jackson & The Olympians: The Lightning Thief",817,"Fox",88768303,2010,NA,NA,NA,NA
"2760","Percy Jackson: Sea of Monsters",1148,"Fox",68559554,2013,NA,NA,NA,NA
"2761","Perfect",4237,"Col.",12918858,1985,NA,NA,NA,NA
"2762","Perfect Stranger",3062,"SonR",23984949,2007,NA,NA,NA,NA
"2763","Pet Sematary",1419,"Par.",57469467,1989,NA,NA,NA,NA
"2764","Pet Sematary II",3708,"Par.",17092453,1992,NA,NA,NA,NA
"2765","Pete's Dragon",2080,"BV",39588000,1977,NA,NA,NA,NA
"2766","Pete's Dragon (2016)",998,"BV",76233151,2016,NA,NA,NA,NA
"2767","Peter Pan",827,"Dis.",87404651,1953,NA,NA,NA,NA
"2768","Peter Pan",1714,"Uni.",48462608,2003,NA,NA,NA,NA
"2769","Peter Rabbit",562,"Sony",115253424,2018,NA,NA,NA,NA
"2770","Phantasm",4370,"AVCO",11988469,1979,NA,NA,NA,NA
"2771","Phantom Thread",3299,"Focus",21051680,2017,"Won 1 Oscar. Another 46 wins & 93 nominations.","Drama, Romance","90","7.6"
"2772","Phenomenon",643,"BV",104636382,1996,NA,NA,NA,NA
"2773","Philadelphia",979,"TriS",77446440,1993,NA,NA,NA,NA
"2774","Philomena",2185,"Wein.",37709979,2013,NA,NA,NA,NA
"2775","Phone Booth",1790,"Fox",46566212,2003,NA,NA,NA,NA
"2776","Picture Perfect",2571,"Fox",31407873,1997,NA,NA,NA,NA
"2777","Piglet's Big Movie",3116,"BV",23103423,2003,NA,NA,NA,NA
"2778","Pineapple Express",828,"Sony",87341380,2008,NA,NA,NA,NA
"2779","Pink Cadillac",4345,"WB",12143484,1989,NA,NA,NA,NA
"2780","Pink Floyd: The Wall",3185,"MGM",22244207,1982,NA,NA,NA,NA
"2781","Pinocchio",869,"Dis.",84254167,1940,NA,NA,NA,NA
"2782","Piranha 3D",2996,"W/Dim.",25003155,2010,NA,NA,NA,NA
"2783","Pirate Radio",4966,"Focus",8017917,2009,NA,NA,NA,NA
"2784","Pirates of the Caribbean: At World's End",71,"BV",309420425,2007,"Nominated for 2 Oscars. Another 20 wins & 44 nominations.","Action, Adventure, Fantasy","50","7.1"
"2785","Pirates of the Caribbean: Dead Man's Chest",21,"BV",423315812,2006,"Won 1 Oscar. Another 42 wins & 53 nominations.","Action, Adventure, Fantasy","53","7.3"
"2786","Pirates of the Caribbean: Dead Men Tell No Tales",271,"BV",172558876,2017,"9 nominations.","Action, Adventure, Fantasy","39","6.6"
"2787","Pirates of the Caribbean: On Stranger Tides",130,"BV",241071802,2011,"2 wins & 31 nominations.","Action, Adventure, Fantasy","45","6.6"
"2788","Pirates of the Caribbean: The Curse of the Black Pearl",74,"BV",305413918,2003,"Nominated for 5 Oscars. Another 36 wins & 96 nominations.","Action, Adventure, Fantasy","63","8.0"
"2789","Pitch Black",2099,"USA",39240659,2000,NA,NA,NA,NA
"2790","Pitch Perfect",1232,"Uni.",65001093,2012,NA,NA,NA,NA
"2791","Pitch Perfect 2",226,"Uni.",184296230,2015,"9 wins & 16 nominations.","Comedy, Music","63","6.4"
"2792","Pitch Perfect 3",642,"Uni.",104897530,2017,"2 wins & 3 nominations.","Comedy, Music","40","5.9"
"2793","Pixels",963,"Sony",78747585,2015,NA,NA,NA,NA
"2794","Places in the Heart",2347,"TriS",34901614,1984,NA,NA,NA,NA
"2795","Planes",804,"BV",90288712,2013,NA,NA,NA,NA
"2796","Planes, Trains and Automobiles",1688,"Par.",49530280,1987,NA,NA,NA,NA
"2797","Planes: Fire & Rescue",1370,"BV",59165787,2014,NA,NA,NA,NA
"2798","Planet 51",1960,"Sony",42194060,2009,NA,NA,NA,NA
"2799","Planet of the Apes",2481,"Fox",32589624,1968,NA,NA,NA,NA
"2800","Planet of the Apes (2001)",241,"Fox",180011740,2001,NA,NA,NA,NA
"2801","Platoon",401,"Orion",138530565,1986,"Won 4 Oscars. Another 19 wins & 14 nominations.","Drama, War","92","8.1"
"2802","Play It to the Bone",4883,"BV",8434146,1999,NA,NA,NA,NA
"2803","Play Misty for Me",4563,"Uni.",10600000,1971,NA,NA,NA,NA
"2804","Playing for Keeps",4206,"FD",13102272,2012,NA,NA,NA,NA
"2805","Pleasantville",2031,"NL",40584421,1998,NA,NA,NA,NA
"2806","Pocahontas",384,"BV",141579773,1995,"Won 2 Oscars. Another 13 wins & 6 nominations.","Animation, Adventure, Drama","58","6.7"
"2807","Poetic Justice",2796,"Col.",27515786,1993,NA,NA,NA,NA
"2808","Point Break",1914,"Fox",43218387,1991,NA,NA,NA,NA
"2809","Point Break (2015)",2728,"WB",28782481,2015,NA,NA,NA,NA
"2810","Point of No Return",2665,"WB",30038362,1993,NA,NA,NA,NA
"2811","Pokemon 3: The Movie",3713,"WB",17052128,2001,NA,NA,NA,NA
"2812","Pokemon: The First Movie",849,"WB",85744662,1999,NA,NA,NA,NA
"2813","Pokemon: The Movie 2000",1896,"WB",43758684,2000,NA,NA,NA,NA
"2814","Police Academy",921,"WB",81198894,1984,NA,NA,NA,NA
"2815","Police Academy 2: Their First Assignment",1479,"WB",55600000,1985,NA,NA,NA,NA
"2816","Police Academy 3: Back in Training",1902,"WB",43579163,1986,NA,NA,NA,NA
"2817","Police Academy 4: Citizens on Patrol",2768,"WB",28061343,1987,NA,NA,NA,NA
"2818","Police Academy 5: Assignment: Miami Beach",3450,"WB",19510371,1988,NA,NA,NA,NA
"2819","Police Academy 6: City Under Siege",4419,"WB",11567217,1989,NA,NA,NA,NA
"2820","Pollock",4860,"SPC",8598593,2000,NA,NA,NA,NA
"2821","Poltergeist",988,"MGM",76606280,1982,NA,NA,NA,NA
"2822","Poltergeist (2015)",1753,"Fox",47425125,2015,NA,NA,NA,NA
