rank,title,studio,lifetime_gross,year
1729,The Land Before Time,Uni.,48092846,1988
1730,Sinister,LG/S,48086903,2012
1731,Kick-Ass,LGF,48071303,2010
1732,Kubo and the Two Strings,Focus,48023088,2016
1733,Secret Window,Sony,48022900,2004
1734,Single White Female,Col.,48017402,1992
1735,Nim's Island,Fox,48006762,2008
1736,The Natural,TriS,47951979,1984
1737,Agent Cody Banks,MGM,47938330,2003
1738,The Skeleton Key,Uni.,47907715,2005
1739,The Jungle Book 2,BV,47901582,2003
1740,When a Stranger Calls,SGem,47860214,2006
1741,Premonition,Sony,47852604,2007
1742,Alien Resurrection,Fox,47795658,1997
1743,Look Who's Talking Too,TriS,47789074,1990
1744,The Rundown,Uni.,47726342,2003
1745,Manchester by the Sea,RAtt.,47695371,2016
1746,Dan in Real Life,BV,47642963,2007
1747,New Jack City,WB,47624353,1991
1748,Into The Storm,WB (NL),47602194,2014
1749,"Precious: Based on the Novel ""Push"" by Sapphire",LGF,47566524,2009
1750,The Godfather Part II,Par.,47542841,1974
1751,The Kingdom,Uni.,47536778,2007
1752,An American Tail,Uni.,47483002,1986
1753,Poltergeist (2015),Fox,47425125,2015
1754,Hard to Kill,WB,47410827,1990
1755,Munich,Uni.,47403685,2005
1756,Kingdom of Heaven,Fox,47398413,2005
1757,Jupiter Ascending,WB,47387723,2015
1758,Savages (2012),Uni.,47382068,2012
1759,Warcraft,Uni.,47365290,2016
1760,The Deep,Col.,47346365,1977
1761,Hostel,Lions,47326473,2006
1762,Tyler Perry's Boo 2! A Madea Halloween,LGF,47319572,2017
1763,First Blood,Orion,47212904,1982
1764,Nanny McPhee,Uni.,47144110,2006
1765,Kate and Leopold,Mira.,47121859,2001
1766,The Judge,WB,47119388,2014
1767,The Toy,Col.,47118057,1982
1768,Killers,LGF,47059963,2010
1769,Jersey Boys,WB,47047013,2014
1770,Shooter,Par.,47003582,2007
1771,Halloween,CIP,47e6,1978
1772,Silent Hill,Sony,46982632,2006
1773,Final Destination 2,NL,46961214,2003
1774,Urban Cowboy,Par.,46918287,1980
1775,"See No Evil, Hear No Evil",TriS,46908987,1989
1776,Sicario,LGF,46889293,2015
1777,Red Sparrow,Fox,46874505,2018
1778,How to Be Single,WB (NL),46843513,2016
1779,The Spy Who Loved Me,UA,46838673,1977
1780,Goodfellas,WB,46836214,1990
1781,The River Wild,Uni.,46816343,1994
1782,Boogeyman,SGem,46752382,2005
1783,"Dude, Where's My Car?",Fox,46729800,2000
1784,Firefox,WB,46708276,1982
1785,The Rocketeer,BV,46704056,1991
1786,Practical Magic,WB,46683377,1998
1787,The Distinguished Gentleman,BV,46666502,1992
1788,Colors,Orion,46616067,1988
1789,The Brady Bunch Movie,Par.,46576136,1995
1790,Phone Booth,Fox,46566212,2003
1791,Breaking In (2018),Uni.,46535850,2018
1792,The Legend of Zorro,Sony,46464023,2005
1793,Arthur Christmas,Sony,46462469,2011
1794,Walking Tall,MGM,46437717,2004
1795,The Best Exotic Marigold Hotel,FoxS,46412041,2012
1796,Malice,Col.,46405336,1993
1797,Deep Sea 3D (IMAX),WB,46368194,2006
1798,Full Metal Jacket,WB,46357676,1987
1799,Romeo + Juliet,Fox,46351345,1996
1800,"It's a Mad, Mad, Mad, Mad World",MGM,46332858,1963
1801,Blended,WB,46294610,2014
1802,The Enforcer,WB,46236e3,1976
1803,Black Rain,Par.,46212055,1989
1804,One Fine Day,Fox,46151454,1996
1805,Marked for Death,Fox,46044396,1990
1806,Made of Honor,Sony,46012734,2008
1807,Mike and Dave Need Wedding Dates,Fox,46009673,2016
1808,Gangster Squad,WB,46000903,2013
1809,The Full Monty,FoxS,45950122,1997
1810,The Rainmaker (1997),Par.,45916769,1997
1811,The Breakfast Club,Uni.,45875171,1985
1812,Greystoke: The Legend of Tarzan,WB,45858563,1984
1813,Snatched,Fox,45852178,2017
1814,In Good Company,Uni.,45806659,2004
1815,Underworld: Rise of the Lycans,SGem,45802315,2009
1816,Saw 3D,LGF,45710178,2010
1817,Robocop 2,Orion,45681173,1990
1818,Young Guns,Fox,45661556,1988
1819,College Road Trip,BV,45610425,2008
1820,D2: The Mighty Ducks,BV,45610410,1994
1821,The Tigger Movie,BV,45554533,2000
1822,The Great Wall,Uni.,45540830,2017
1823,Jaws 3-D,Uni.,45517055,1983
1824,"O Brother, Where Art Thou?",BV,45512588,2000
1825,Moonrise Kingdom,Focus,45512466,2012
1826,Medicine Man,BV,45500797,1992
1827,12 Strong,WB,45500164,2018
1828,The Man From U.N.C.L.E.,WB,45445109,2015
1829,Scarface (1983),Uni.,45408703,1983
1830,Thelma and Louise,MGM,45360915,1991
1831,Bean,Gram.,45319423,1997
1832,Here Comes the Boom,Sony,45290318,2012
1833,Domestic Disturbance,Par.,45246095,2001
1834,Zoolander,Par.,45172250,2001
1835,The Giver,Wein.,45090374,2014
1836,28 Days Later,FoxS,45064915,2003
1837,Hall Pass,WB (NL),45060734,2011
1838,Spotlight,ORF,45055776,2015
1839,Smurfs: The Lost Village,Sony,45020282,2017
1840,Going in Style (2017),WB (NL),45018541,2017
1841,Frequency,NL,45010278,2000
1842,The Way We Were,Col.,45e6,1973
1843,Foul Play,Par.,44999621,1978
1844,Den of Thieves,STX,44947622,2018
1845,Made in America,WB,44942695,1993
1846,All Eyez on Me,LG/S,44922302,2017
1847,The End,UA,44917151,1978
1848,xXx: The Return of Xander Cage,Par.,44898413,2017
1849,Cop Out,WB,44875481,2010
1850,Cop Land,Mira.,44862187,1997
1851,Timecop,Uni.,44853581,1994
1852,Lawrence of Arabia,Col.,44824144,1962
1853,Red Dawn (2012),FD,44806783,2012
1854,A Nightmare on Elm Street 3: Dream Warriors,NL,44793222,1987
1855,The Good Son,Fox,44789789,1993
1856,Midnight Cowboy,UA,44785053,1969
1857,The Replacements,WB,44737059,2000
1858,The Internship,Fox,44672764,2013
1859,The Artist,Wein.,44671682,2011
1860,Meet Joe Black,Uni.,44619100,1998
1861,Lost in Translation,Focus,44585453,2003
1862,The Negotiator,WB,44547681,1998
1863,Napoleon Dynamite,FoxS,44540956,2004
1864,The Odd Couple,Par.,44527234,1968
1865,"McFarland, USA",BV,44482410,2015
1866,Nothing to Lose,BV,44480039,1997
1867,Instructions Not Included,LGF,44467206,2013
1868,Up in Smoke,Par.,44364244,1978
1869,The Shining,WB,44360123,1980
1870,The Three Stooges,Fox,44338224,2012
1871,47 Meters Down,ENTMP,44307192,2017
1872,Confessions of a Shopaholic,BV,44277350,2009
1873,Amistad,DW,44229441,1997
1874,Young Guns II,Fox,44143410,1990
1875,St. Vincent,Wein.,44137712,2014
1876,The Lovely Bones,P/DW,44114232,2009
1877,The Sisterhood of the Traveling Pants 2,WB,44089964,2008
1878,Hereditary,A24,44069456,2018
1879,Passenger 57,WB,44065653,1992
1880,West Side Story,MGM,44064958,1961
1881,The Beverly Hillbillies,Fox,44029386,1993
1882,Seems Like Old Times,Col.,43995918,1980
1883,The Last Emperor,Col.,43984230,1987
1884,Speed Racer,WB,43945766,2008
1885,The One,SonR,43905746,2001
1886,Must Love Dogs,WB,43894863,2005
1887,Love at First Bite,AIP,43885e3,1979
1888,Prom Night (2008),SGem,43869350,2008
1889,Always,Uni.,43858790,1989
1890,Soul Surfer,TriS,43853424,2011
1891,Wall Street,Fox,43848069,1987
1892,Diamonds Are Forever,UA,43819547,1971
1893,License to Wed,WB,43799818,2007
1894,The Gift (2015),STX,43787265,2015
1895,Underdog,BV,43760605,2007
1896,Pokemon: The Movie 2000,WB,43758684,2000
1897,Tears of the Sun,SonR,43734876,2003
1898,Soul Food,Fox,43700855,1997
1899,City Slickers II: The Legend of Curly's Gold,Col.,43622150,1994
1900,Under the Tuscan Sun,BV,43610723,2003
1901,Cats & Dogs: The Revenge of Kitty Galore,WB,43585753,2010
1902,Police Academy 3: Back in Training,WB,43579163,1986
1903,Need for Speed,BV,43577636,2014
1904,Tyler Perry's Acrimony,LGF,43549096,2018
1905,We Are Marshall,WB,43545364,2006
1906,Everest (2015),Uni.,43482270,2015
1907,A River Runs Through It,Col.,43440294,1992
1908,Year One,Sony,43337279,2009
1909,Edge of Darkness,WB,43313890,2010
1910,Star Trek: Nemesis,Par.,43254409,2002
1911,K-9,Uni.,43247647,1989
1912,Sherlock Gnomes,Par.,43242871,2018
1913,The Jungle Book (1994),BV,43229904,1994
1914,Point Break,Fox,43218387,1991
1915,Biloxi Blues,Uni.,43184798,1988
1916,Sense and Sensibility,Sony,43182776,1995
1917,A Million Ways to Die in the West,Uni.,43139300,2014
1918,No Reservations,WB,43107979,2007
1919,Transporter 2,Fox,43095856,2005
1920,You Only Live Twice,UA,43084787,1967
1921,Reign of Fire,BV,43061982,2002
1922,Wag the Dog,NL,43061945,1997
1923,The Night Before,Sony,43047372,2015
1924,Meatballs,Par.,43046003,1979
1925,John Wick,LG/S,43037835,2014
1926,War Dogs,WB,43034523,2016
1927,The Longest Yard (1974),Par.,43008075,1974
1928,Regarding Henry,Par.,43001500,1991
1929,Rumor Has It,WB,43000262,2005
1930,Escape from Alcatraz,Par.,43e6,1979
1931,Snitch,LG/S,42930462,2013
1932,The Big Sick,LGF,42873127,2017
1933,The Devil's Own,Sony,42868348,1997
1934,The Main Event,WB,428e5,1979
1935,Gulliver's Travels,Fox,42779261,2010
1936,Rambo,LGF,42754105,2008
1937,Death at a Funeral (2010),SGem,42739347,2010
1938,The Lizzie McGuire Movie,BV,42734455,2003
1939,Spanglish,Sony,42726869,2004
1940,Krampus,Uni.,42725475,2015
1941,Heartbreak Ridge,WB,42724017,1986
1942,Mannequin,Fox,42721196,1987
1943,Because I Said So,Uni.,42674040,2007
1944,The Unborn (2009),Uni.,42670410,2009
1945,Max (2015),WB,42656255,2015
1946,Glory Road,BV,42647449,2006
1947,The Age of Adaline,LGF,42629776,2015
1948,Beverly Hills Cop III,Par.,42614912,1994
1949,Final Destination 5,WB (NL),42587643,2011
1950,Casino,Uni.,42512375,1995
1951,Uncle Drew,LG/S,42469946,2018
1952,Welcome Home Roscoe Jenkins,Uni.,42436517,2008
1953,Step Up 3-D,BV,42400223,2010
1954,Time Bandits,Emb,42365581,1981
1955,Resident Evil: Retribution,SGem,42345531,2012
1956,Birdman,FoxS,42340598,2014
1957,Blue Thunder,Col.,42313354,1983
1958,Lady in the Water,WB,42285169,2006
1959,Teenage Mutant Ninja Turtles III,NL,42273609,1993
1960,Planet 51,Sony,42194060,2009
1961,White Nights,Col.,42160849,1985
1962,Almost Christmas,Uni.,42158780,2016
1963,Drag Me to Hell,Uni.,42100625,2009
1964,The Cabin in the Woods,LGF,42073277,2012
1965,Fever Pitch,Fox,42071069,2005
1966,Secondhand Lions,NL,42070939,2003
1967,Dirty Rotten Scoundrels,Orion,42039085,1988
1968,Riddick,Uni.,42025135,2013
1969,Dolphin Tale 2,WB,42024533,2014
1970,Around the World in 80 Days,UA,42e6,1956
1971,Tyler Perry's Meet the Browns,LGF,41975388,2008
1972,Donnie Brasco,Sony,41909762,1997
1973,The Fisher King,TriS,41895491,1991
1974,Thirteen Ghosts,WB,41867960,2001
1975,Nights in Rodanthe,WB,41850659,2008
1976,Return of the Pink Panther,UA,41833347,1975
1977,Homeward Bound: The Incredible Journey,BV,41833324,1993
1978,Exorcist: The Beginning,WB,41821986,2004
1979,Aliens Vs. Predator - Requiem,Fox,41797066,2007
1980,The Hills Have Eyes,FoxS,41778863,2006
1981,"Oh, God!",WB,41687243,1977
1982,The Hours,Par.,41675994,2002
1983,Cheech & Chong's Next Movie,Uni.,41675194,1980
1984,Ronin,MGM,41616262,1998
1985,Orphan,WB,41596251,2009
1986,Bandits,MGM,41575141,2001
1987,High Crimes,Fox,41543917,2002
1988,Gremlins 2: The New Batch,WB,41482207,1990
1989,The Great Outdoors,Uni.,41455230,1988
1990,Pale Rider,WB,41410568,1985
1991,About a Boy,Uni.,41385278,2002
1992,Peggy Sue Got Married,TriS,41382841,1986
1993,The Dark Crystal,Uni.,41357492,1982
1994,Gosford Park,USA,41308615,2001
1995,Tequila Sunrise,WB,41292551,1988
1996,A Walk to Remember,WB,41281092,2002
1997,The Peacemaker,DW,41263140,1997
1998,Truth or Dare,Uni.,41254705,2018
1999,Private Parts,Par.,41230799,1997
2000,Valerian and the City of a Thousand Planets,STX,41189488,2017
2001,What to Expect When You're Expecting,LGF,41152203,2012
2002,Clash of the Titans (1981),MGM,41092328,1981
2003,Out of Time,MGM,41088845,2003
2004,The Mirror Has Two Faces,Sony,41083864,1996
2005,Orange County,Par.,41076018,2002
2006,The Last Exorcism,LGF,41034350,2010
2007,Money Monster,TriS,41012075,2016
2008,John Tucker Must Die,Fox,41011711,2006
2009,End of Watch,ORF,41003371,2012
2010,Poltergeist II: The Other Side,MGM,40996665,1986
2011,The Siege,Fox,40981289,1998
2012,The Ides of March,Sony,40962534,2011
2013,Rocky V,UA,40946358,1990
2014,The Water Horse: Legend of the Deep,SonR,40946255,2007
2015,Pee-Wee's Big Adventure,WB,40940662,1985
2016,Money Talks,NL,40922619,1997
2017,Windtalkers,MGM,40914068,2002
2018,Falling Down,WB,40903593,1993
2019,Revenge of the Nerds,Fox,40874452,1984
2020,The Star,Sony,40852824,2017
2021,House on Haunted Hill,WB,40846082,1999
2022,Brewster's Millions,Uni.,40833132,1985
2023,"Love, Simon",Fox,40826341,2018
2024,Absence of Malice,Col.,40716963,1981
2025,Short Circuit,TriS,40697761,1986
2026,Encino Man,BV,40693477,1992
2027,Max Payne,Fox,40689393,2008
2028,Stranger Than Fiction,Sony,40660952,2006
2029,Mysteries of Egypt (IMAX),Imax,40593486,1998
2030,Three Fugitives,BV,40586886,1989
2031,Pleasantville,NL,40584421,1998
2032,Duplicity,Uni.,40572825,2009
2033,Ghost in the Shell (2017),Par.,40563557,2017
2034,Jagged Edge,Col.,40491165,1985
2035,Bill & Ted's Excellent Adventure,Orion,40485039,1989
2036,Pretty in Pink,Par.,40471663,1986
2037,The Fly,Fox,40456565,1986
2038,Paddington 2,WB,40442052,2018
2039,2010,MGM,40400657,1984
2040,Blue Crush,Uni.,40390647,2002
2041,The Master of Disguise,SonR,40388794,2002
2042,Reds,Par.,40382659,1981
2043,You Got Served,SGem,40363810,2004
2044,Swiss Family Robinson,Dis.,40356e3,1960
2045,Heartbreakers,MGM,40336607,2001
2046,I Am Sam,NL,40311852,2001
2047,The Faculty,Mira.,40283321,1998
2048,Hanna,Focus,40259119,2011
2049,Mo' Money,Col.,40227006,1992
2050,Bridget Jones: The Edge of Reason,Uni.,40226215,2004
2051,Hardball,Par.,40222729,2001
2052,There Will Be Blood,ParV,40222514,2007
2053,Yentl,MGM,40218899,1983
2054,Catwoman,WB,40202379,2004
2055,Legion (2010),SGem,40168080,2010
2056,The Piano,Mira.,40157856,1993
2057,Big Business,BV,40150487,1988
2058,Resident Evil,SGem,40119709,2002
2059,The Wild Thornberrys,Par.,40108697,2002
2060,Allied,Par.,40098064,2016
2061,Hannah and Her Sisters,Orion,40084041,1986
2062,Righteous Kill,Over.,40081410,2008
2063,Collateral Damage,WB,40077257,2002
2064,Man of the House,BV,40070995,1995
2065,Roxanne,Col.,40050884,1987
2066,A Haunted House,ORF,40041683,2013
2067,Enough,Sony,40007742,2002
2068,I Still Know What You Did Last Summer,Sony,40002112,1998
2069,Manhattan,MGM,39946780,1979
2070,The Illusionist,YFG,39868642,2006
2071,Caddyshack,WB,39846344,1980
2072,The Ladykillers,BV,39799191,2004
2073,The Beach,Fox,39785027,2000
2074,Magnum Force,WB,39768e3,1973
2075,Friday the 13th (1980),Par.,39754601,1980
2076,Epic Movie,Fox,39739367,2007
2077,Hitman,Fox,39687694,2007
2078,Jackie Brown,Mira.,39673162,1997
2079,Out for Justice,WB,39673161,1991
2080,Pete's Dragon,BV,39588e3,1977
2081,30 Days of Night,Sony,39568996,2007
2082,Conan the Barbarian,Uni.,39565475,1982
2083,Benji,Mul.,39552e3,1974
2084,The Texas Chainsaw Massacre: The Beginning,NL,39517763,2006
2085,Hocus Pocus,BV,39514713,1993
2086,Nobody's Fool,Par.,39491975,1994
2087,Little Nicky,NL,39464775,2000
2088,Crazy Heart,FoxS,39464306,2009
2089,Burlesque,SGem,39440655,2010
2090,Joe Versus the Volcano,WB,39404261,1990
2091,Rugrats Go Wild,Par.,39402572,2003
2092,Body of Lies,WB,39394666,2008
2093,Dead Man Walking,Gram.,39363635,1995
2094,The Expendables 3,LGF,39322544,2014
2095,Blind Date,TriS,39321715,1987
2096,Lakeview Terrace,SGem,39263506,2008
2097,Anna and the King,Fox,39263420,1999
2098,Three Amigos,Orion,39246734,1986
2099,Pitch Black,USA,39240659,2000
2100,The Adventures of Sharkboy and Lavagirl in 3D,Dim.,39177684,2005
2101,King Arthur: Legend of the Sword,WB,39175066,2017
2102,The Grudge 2,Sony,39143839,2006
2103,The Crazies,Over.,39123589,2010
2104,The Sword and the Sorcerer,Gr1,39103425,1982
2105,What's Love Got to Do with It,BV,39100956,1993
2106,Undercover Brother,Uni.,39089928,2002
2107,Postcards from the Edge,Col.,39071603,1990
2108,The Sisterhood of the Traveling Pants,WB,39053061,2005
2109,Something Borrowed,WB,39046489,2011
2110,Fracture,NL,39015018,2007
2111,Primary Colors,Uni.,39001187,1998
2112,Funny Lady,Col.,39e6,1975
2113,Little Shop of Horrors,WB,38982260,1986
2114,The Karate Kid Part III,Col.,38956288,1989
2115,Earth to Echo,Rela.,38934842,2014
2116,Hot Shots! Part Deux,Fox,38922972,1993
2117,French Kiss,Fox,38896854,1995
2118,The Paper,Uni.,38824341,1994
2119,Happy Gilmore,Uni.,38824099,1996
2120,About Last Night...,TriS,38702310,1986
2121,Breakin',Can.,38682707,1984
2122,Stardust,Par.,38634938,2007
2123,The Great Mouse Detective,BV,38625550,1986
2124,The Ghost and the Darkness,Par.,38619405,1996
2125,On Deadly Ground,WB,38590458,1994
2126,Nerve,LGF,38583626,2016
2127,Surrogates,BV,38577772,2009
2128,Sex Tape,Sony,38543473,2014
2129,Spy Kids: All the Time in the World,W/Dim.,38538188,2011
2130,Rock of Ages,WB (NL),38518613,2012
2131,Running Scared,MGM,38500726,1986
2132,Bachelor Party,Fox,38435947,1984
2133,Gridiron Gang,Sony,38432823,2006
2134,Midnight Run,Uni.,38413606,1988
2135,Pride and Prejudice,Focus,38405088,2005
2136,Last Holiday,Par.,38399961,2006
2137,Red Dawn (1984),MGM,38376497,1984
2138,The Terminator,Orion,38371200,1984
2139,47 Ronin,Uni.,38362475,2013
2140,City Heat,WB,38348988,1984
2141,Evolution,DW,38345494,2001
2142,Cruel Intentions,Sony,38328567,1999
2143,Brooklyn,FoxS,38322743,2015
2144,Higher Learning,Sony,38290723,1995
2145,Not Another Teen Movie,Sony,38252284,2001
2146,Annie Hall,UA,38251425,1977
2147,Meet the Spartans,Fox,38233676,2008
2148,Herbie Rides Again,Dis.,38229e3,1974
2149,Mighty Morphin' Power Rangers,Fox,38187431,1995
2150,The Original Kings of Comedy,Par.,38182790,2000
2151,Scream 4,W/Dim.,38180928,2011
2152,10 Things I Hate About You,BV,38178166,1999
2153,Treasure Planet,BV,38176783,2002
2154,Head of State,DW,38125247,2003
2155,Ninja Assassin,WB,38122883,2009
2156,The Running Man,TriS,38122105,1987
2157,The Doctor,BV,38120905,1991
2158,Spaceballs,MGM,38119483,1987
2159,Harold and Kumar Escape from Guantanamo Bay,WB (NL),38108728,2008
2160,Richie Rich,WB,38087756,1994
2161,Showtime,WB,38082712,2002
2162,Urban Legend,Sony,38072438,1998
2163,Jigsaw,LGF,38052832,2017
2164,Bill and Ted's Bogus Journey,Orion,38037513,1991
2165,Dead Again,Par.,38016380,1991
2166,Seven Years in Tibet,Sony,37957682,1997
2167,40 Days and 40 Nights,Mira.,37950822,2002
2168,It Could Happen to You,TriS,37939757,1994
2169,First Sunday,SGem,37931869,2008
2170,The Brothers Grimm,Dim.,37916267,2005
2171,"Big Mommas: Like Father, Like Son",Fox,37915414,2011
2172,Jeepers Creepers,UA,37904175,2001
2173,The Dead Pool,WB,37903295,1988
2174,Bedazzled (2000),Fox,37886980,2000
2175,Wild (2014),FoxS,37880356,2014
2176,All That Jazz,Fox,37823676,1979
2177,St. Elmo's Fire,Col.,37803872,1985
2178,The Black Stallion,UA,37799643,1979
2179,Mars Attacks!,WB,37771017,1996
2180,The Secret Life of Bees,FoxS,37770162,2008
2181,Sky Captain and the World of Tomorrow,Par.,37762677,2004
2182,Autumn in New York,MGM,37761915,2000
2183,August: Osage County,Wein.,37738810,2013
2184,For Colored Girls,LGF,37729698,2010
2185,Philomena,Wein.,37709979,2013
2186,How Stella Got Her Groove Back,Fox,37672941,1998
2187,Good Boy!,MGM,37667746,2003
2188,Red Riding Hood,WB,37662162,2011
2189,Pan's Labyrinth,PicH,37634615,2006
2190,The Nativity Story,NL,37629831,2006
2191,First Knight,Sony,37600435,1995
2192,Out of Sight,Uni.,37562568,1998
2193,In Time,Fox,37520095,2011
2194,Abraham Lincoln: Vampire Hunter,Fox,37519139,2012
2195,The Money Pit,Uni.,37499651,1986
2196,Invictus,WB,37491364,2009
2197,The Back-Up Plan,CBS,37490007,2010
2198,Raising Helen,BV,37486512,2004
2199,Song of the South (Re-issue) (1980),BV,37459346,1980
2200,The Longest Ride,Fox,37446117,2015
2201,Paul,Uni.,37412945,2011
2202,Lawless,Wein.,37400127,2012
2203,The Wild,BV,37384046,2006
2204,Man of the Year,Uni.,37327390,2006
2205,J. Edgar,WB,37306030,2011
2206,The Roommate,SGem,37300107,2011
2207,Jumping the Broom,TriS,37295394,2011
2208,Crossroads,Par.,37191304,2002
2209,Semi-Tough,UA,37187139,1977
2210,Uptown Girls,MGM,37182494,2003
2211,28 Days,Sony,37170488,2000
2212,The Guilt Trip,Par.,37134215,2012
2213,Brubaker,Fox,37121708,1980
2214,Tyler Perry's The Family That Preys,LGF,37105289,2008
2215,The Change-Up,Uni.,37081475,2011
2216,30 Minutes or Less,Sony,37053924,2011
2217,Keeping the Faith,BV,37047880,2000
2218,Fight Club,Fox,37030102,1999
2219,Sphere,WB,37020277,1998
2220,State of Play,Uni.,37017955,2009
2221,Clockstoppers,Par.,36989956,2002
2222,Carlito's Way,Uni.,36948322,1993
2223,That's My Boy,Sony,36931089,2012
2224,The Family (2013),Rela.,36918811,2013
2225,Matchstick Men,WB,36906460,2003
2226,16 Blocks,WB,36895141,2006
2227,Risen,Sony,36880033,2016
2228,Just Cause,WB,36853222,1995
2229,The Apple Dumpling Gang,Dis.,36853e3,1975
2230,My Favorite Martian,BV,36850101,1999
2231,Kiss of the Dragon,Fox,36845124,2001
2232,Notorious (2009),FoxS,36843682,2009
2233,Best Friends,WB,36821203,1982
2234,Bounce,Mira.,36805288,2000
2235,The Brave One,WB,36793804,2007
2236,The Heartbreak Kid,P/DW,36787257,2007
2237,Rear Window,Par.,36764313,1954
2238,Junior,Uni.,36763355,1994
2239,Alive,BV,36733909,1993
2240,Recess: School's Out,BV,36706141,2001
2241,Friday the 13th Part III,Par.,36690067,1982
